-2	-3
-2	-2.95
-2	-2.9
-2	-2.85
-2	-2.8
-2	-2.75
-2	-2.7
-2	-2.65
-2	-2.6
-2	-2.55
-2	-2.5
-2	-2.45
-2	-2.4
-2	-2.35
-2	-2.3
-2	-2.25
-2	-2.2
-2	-2.15
-2	-2.1
-2	-2.05
-2	-2
-2	-1.95
-2	-1.9
-2	-1.85
-2	-1.8
-2	-1.75
-2	-1.7
-2	-1.65
-2	-1.6
-2	-1.55
-2	-1.5
-2	-1.45
-2	-1.4
-2	-1.35
-2	-1.3
-2	-1.25
-2	-1.2
-2	-1.15
-2	-1.1
-2	-1.05
-2	-1
-2	-0.95
-2	-0.9
-2	-0.85
-2	-0.8
-2	-0.75
-2	-0.7
-2	-0.65
-2	-0.6
-2	-0.55
-2	-0.5
-2	-0.45
-2	-0.4
-2	-0.35
-2	-0.3
-2	-0.25
-2	-0.2
-2	-0.15
-2	-0.1
-2	-0.05
-2	0
-2	0.05
-2	0.1
-2	0.15
-2	0.2
-2	0.25
-2	0.3
-2	0.35
-2	0.4
-2	0.45
-2	0.5
-2	0.55
-2	0.6
-2	0.65
-2	0.7
-2	0.75
-2	0.8
-2	0.85
-2	0.9
-2	0.95
-2	1
-2	1.05
-2	1.1
-2	1.15
-2	1.2
-2	1.25
-2	1.3
-2	1.35
-2	1.4
-2	1.45
-2	1.5
-2	1.55
-2	1.6
-2	1.65
-2	1.7
-2	1.75
-2	1.8
-2	1.85
-2	1.9
-2	1.95
-2	2
-2	2.05
-2	2.1
-2	2.15
-2	2.2
-2	2.25
-2	2.3
-2	2.35
-2	2.4
-2	2.45
-2	2.5
-2	2.55
-2	2.6
-2	2.65
-2	2.7
-2	2.75
-2	2.8
-2	2.85
-2	2.9
-2	2.95
-2	3
-1.95	-3
-1.95	-2.95
-1.95	-2.9
-1.95	-2.85
-1.95	-2.8
-1.95	-2.75
-1.95	-2.7
-1.95	-2.65
-1.95	-2.6
-1.95	-2.55
-1.95	-2.5
-1.95	-2.45
-1.95	-2.4
-1.95	-2.35
-1.95	-2.3
-1.95	-2.25
-1.95	-2.2
-1.95	-2.15
-1.95	-2.1
-1.95	-2.05
-1.95	-2
-1.95	-1.95
-1.95	-1.9
-1.95	-1.85
-1.95	-1.8
-1.95	-1.75
-1.95	-1.7
-1.95	-1.65
-1.95	-1.6
-1.95	-1.55
-1.95	-1.5
-1.95	-1.45
-1.95	-1.4
-1.95	-1.35
-1.95	-1.3
-1.95	-1.25
-1.95	-1.2
-1.95	-1.15
-1.95	-1.1
-1.95	-1.05
-1.95	-1
-1.95	-0.95
-1.95	-0.9
-1.95	-0.85
-1.95	-0.8
-1.95	-0.75
-1.95	-0.7
-1.95	-0.65
-1.95	-0.6
-1.95	-0.55
-1.95	-0.5
-1.95	-0.45
-1.95	-0.4
-1.95	-0.35
-1.95	-0.3
-1.95	-0.25
-1.95	-0.2
-1.95	-0.15
-1.95	-0.1
-1.95	-0.05
-1.95	0
-1.95	0.05
-1.95	0.1
-1.95	0.15
-1.95	0.2
-1.95	0.25
-1.95	0.3
-1.95	0.35
-1.95	0.4
-1.95	0.45
-1.95	0.5
-1.95	0.55
-1.95	0.6
-1.95	0.65
-1.95	0.7
-1.95	0.75
-1.95	0.8
-1.95	0.85
-1.95	0.9
-1.95	0.95
-1.95	1
-1.95	1.05
-1.95	1.1
-1.95	1.15
-1.95	1.2
-1.95	1.25
-1.95	1.3
-1.95	1.35
-1.95	1.4
-1.95	1.45
-1.95	1.5
-1.95	1.55
-1.95	1.6
-1.95	1.65
-1.95	1.7
-1.95	1.75
-1.95	1.8
-1.95	1.85
-1.95	1.9
-1.95	1.95
-1.95	2
-1.95	2.05
-1.95	2.1
-1.95	2.15
-1.95	2.2
-1.95	2.25
-1.95	2.3
-1.95	2.35
-1.95	2.4
-1.95	2.45
-1.95	2.5
-1.95	2.55
-1.95	2.6
-1.95	2.65
-1.95	2.7
-1.95	2.75
-1.95	2.8
-1.95	2.85
-1.95	2.9
-1.95	2.95
-1.95	3
-1.9	-3
-1.9	-2.95
-1.9	-2.9
-1.9	-2.85
-1.9	-2.8
-1.9	-2.75
-1.9	-2.7
-1.9	-2.65
-1.9	-2.6
-1.9	-2.55
-1.9	-2.5
-1.9	-2.45
-1.9	-2.4
-1.9	-2.35
-1.9	-2.3
-1.9	-2.25
-1.9	-2.2
-1.9	-2.15
-1.9	-2.1
-1.9	-2.05
-1.9	-2
-1.9	-1.95
-1.9	-1.9
-1.9	-1.85
-1.9	-1.8
-1.9	-1.75
-1.9	-1.7
-1.9	-1.65
-1.9	-1.6
-1.9	-1.55
-1.9	-1.5
-1.9	-1.45
-1.9	-1.4
-1.9	-1.35
-1.9	-1.3
-1.9	-1.25
-1.9	-1.2
-1.9	-1.15
-1.9	-1.1
-1.9	-1.05
-1.9	-1
-1.9	-0.95
-1.9	-0.9
-1.9	-0.85
-1.9	-0.8
